"email","skill_name","level"
"james.patel.emp52@public.local","CRM","1"
"james.patel.emp52@public.local","Pipeline Forecasting","2"
"harper.patel.emp53@public.local","Quality Control","2"
"harper.patel.emp53@public.local","Lab Operations","2"
"harper.patel.emp53@public.local","Documentation","2"
"harper.patel.emp53@public.local","Safety Compliance","1"
"benjamin.patel.emp54@public.local","Quality Control","1"
"benjamin.patel.emp54@public.local","Lab Operations","2"
"benjamin.patel.emp54@public.local","Documentation","1"
"benjamin.patel.emp54@public.local","Safety Compliance","1"
"evelyn.patel.emp55@public.local","Quality Control","1"
"evelyn.patel.emp55@public.local","Lab Operations","2"
"evelyn.patel.emp55@public.local","Documentation","2"
"evelyn.patel.emp55@public.local","Safety Compliance","2"
"elijah.patel.emp56@public.local","Negotiation","3"
"elijah.patel.emp56@public.local","Account Strategy","2"
"elijah.patel.emp56@public.local","CRM","4"
"elijah.patel.emp56@public.local","Pipeline Forecasting","2"
"abigail.patel.emp57@public.local","Quality Control","3"
"abigail.patel.emp57@public.local","Lab Operations","1"
"abigail.patel.emp57@public.local","Documentation","3"
"abigail.patel.emp57@public.local","Safety Compliance","3"
"daniel.patel.emp58@public.local","R&D Strategy","5"
"daniel.patel.emp58@public.local","Cross-Functional Leadership","4"
"daniel.patel.emp58@public.local","Innovation Planning","5"
"daniel.patel.emp58@public.local","Budgeting","4"
"aarav.kim.emp60@public.local","Negotiation","1"
"aarav.kim.emp60@public.local","Account Strategy","2"
"aarav.kim.emp60@public.local","CRM","3"
"aarav.kim.emp60@public.local","Pipeline Forecasting","1"
"olivia.kim.emp61@public.local","Statistical Modeling","1"
"olivia.kim.emp61@public.local","Python","2"
"olivia.kim.emp61@public.local","Experimental Design","1"
"olivia.kim.emp61@public.local","Data Analysis","2"
"noah.kim.emp62@public.local","Negotiation","1"
"noah.kim.emp62@public.local","Account Strategy","2"
"noah.kim.emp62@public.local","CRM","1"
"noah.kim.emp62@public.local","Pipeline Forecasting","2"
"emma.kim.emp63@public.local","Quality Control","2"
"emma.kim.emp63@public.local","Lab Operations","2"
"emma.kim.emp63@public.local","Documentation","1"
"emma.kim.emp63@public.local","Safety Compliance","1"
"liam.kim.emp64@public.local","Quality Control","2"
"liam.kim.emp64@public.local","Lab Operations","4"
"liam.kim.emp64@public.local","Documentation","3"
"liam.kim.emp64@public.local","Safety Compliance","2"
"sophia.kim.emp65@public.local","Quality Control","2"
"sophia.kim.emp65@public.local","Lab Operations","1"
"sophia.kim.emp65@public.local","Documentation","1"
"sophia.kim.emp65@public.local","Safety Compliance","2"
"lucas.kim.emp68@public.local","Negotiation","1"
"lucas.kim.emp68@public.local","Account Strategy","2"
"lucas.kim.emp68@public.local","CRM","2"
"lucas.kim.emp68@public.local","Pipeline Forecasting","3"
"ethan.kim.emp70@public.local","Stakeholder Communication","3"
"ethan.kim.emp70@public.local","Compliance","3"
"ethan.kim.emp70@public.local","Client Education","3"
"ethan.kim.emp70@public.local","Territory Planning","2"
"james.kim.emp72@public.local","Negotiation","3"
"james.kim.emp72@public.local","Account Strategy","1"
"james.kim.emp72@public.local","CRM","3"
"james.kim.emp72@public.local","Pipeline Forecasting","2"
"harper.kim.emp73@public.local","R&D Strategy","4"
"harper.kim.emp73@public.local","Cross-Functional Leadership","2"
"harper.kim.emp73@public.local","Innovation Planning","4"
"harper.kim.emp73@public.local","Budgeting","2"
"benjamin.kim.emp74@public.local","Negotiation","2"
"benjamin.kim.emp74@public.local","Account Strategy","4"
"benjamin.kim.emp74@public.local","CRM","4"
"benjamin.kim.emp74@public.local","Pipeline Forecasting","3"
"evelyn.kim.emp75@public.local","Quality Control","1"
"evelyn.kim.emp75@public.local","Lab Operations","2"
"evelyn.kim.emp75@public.local","Documentation","1"
"evelyn.kim.emp75@public.local","Safety Compliance","1"
"elijah.kim.emp76@public.local","Quality Control","2"
"elijah.kim.emp76@public.local","Lab Operations","3"
"elijah.kim.emp76@public.local","Documentation","1"
"elijah.kim.emp76@public.local","Safety Compliance","2"
"abigail.kim.emp77@public.local","Lean Manufacturing","1"
"abigail.kim.emp77@public.local","Process Optimization","2"
"abigail.kim.emp77@public.local","Leadership","2"
"abigail.kim.emp77@public.local","Root Cause Analysis","3"
"daniel.kim.emp78@public.local","Lean Manufacturing","1"
"daniel.kim.emp78@public.local","Process Optimization","2"
"daniel.kim.emp78@public.local","Leadership","3"
"daniel.kim.emp78@public.local","Root Cause Analysis","3"
"ella.kim.emp79@public.local","Quality Control","2"
"ella.kim.emp79@public.local","Lab Operations","2"
"ella.kim.emp79@public.local","Documentation","2"
"ella.kim.emp79@public.local","Safety Compliance","1"
"aarav.brooks.emp80@public.local","R&D Strategy","4"
"aarav.brooks.emp80@public.local","Cross-Functional Leadership","4"
"aarav.brooks.emp80@public.local","Innovation Planning","4"
"aarav.brooks.emp80@public.local","Budgeting","4"
"olivia.brooks.emp81@public.local","Negotiation","4"
"olivia.brooks.emp81@public.local","Account Strategy","3"
"olivia.brooks.emp81@public.local","CRM","4"
"olivia.brooks.emp81@public.local","Pipeline Forecasting","2"
"emma.brooks.emp83@public.local","Stakeholder Communication","2"
"emma.brooks.emp83@public.local","Compliance","3"
"emma.brooks.emp83@public.local","Client Education","4"
"emma.brooks.emp83@public.local","Territory Planning","3"
"liam.brooks.emp84@public.local","Leadership","5"
"liam.brooks.emp84@public.local","Project Planning","4"
"liam.brooks.emp84@public.local","Risk Management","4"
"liam.brooks.emp84@public.local","People Development","5"
"sophia.brooks.emp85@public.local","Lean Manufacturing","3"
"sophia.brooks.emp85@public.local","Process Optimization","3"
"sophia.brooks.emp85@public.local","Leadership","2"
"sophia.brooks.emp85@public.local","Root Cause Analysis","3"
"mason.brooks.emp86@public.local","Statistical Modeling","3"
"mason.brooks.emp86@public.local","Python","4"
"mason.brooks.emp86@public.local","Experimental Design","3"
"mason.brooks.emp86@public.local","Data Analysis","2"
"lucas.brooks.emp88@public.local","Statistical Modeling","2"
"lucas.brooks.emp88@public.local","Python","2"
"lucas.brooks.emp88@public.local","Experimental Design","1"
"lucas.brooks.emp88@public.local","Data Analysis","1"
"ethan.brooks.emp90@public.local","Statistical Modeling","1"
"ethan.brooks.emp90@public.local","Python","1"
"ethan.brooks.emp90@public.local","Experimental Design","1"
"ethan.brooks.emp90@public.local","Data Analysis","2"
"amelia.brooks.emp91@public.local","Negotiation","1"
"amelia.brooks.emp91@public.local","Account Strategy","3"
"amelia.brooks.emp91@public.local","CRM","1"
"amelia.brooks.emp91@public.local","Pipeline Forecasting","1"
"benjamin.brooks.emp94@public.local","Statistical Modeling","1"
"benjamin.brooks.emp94@public.local","Python","1"
"benjamin.brooks.emp94@public.local","Experimental Design","1"
"benjamin.brooks.emp94@public.local","Data Analysis","2"
"evelyn.brooks.emp95@public.local","Statistical Modeling","1"
"evelyn.brooks.emp95@public.local","Python","1"
"evelyn.brooks.emp95@public.local","Experimental Design","1"
"evelyn.brooks.emp95@public.local","Data Analysis","1"
"elijah.brooks.emp96@public.local","Statistical Modeling","1"
"elijah.brooks.emp96@public.local","Python","2"
"elijah.brooks.emp96@public.local","Experimental Design","3"
"elijah.brooks.emp96@public.local","Data Analysis","2"
"abigail.brooks.emp97@public.local","Quality Control","1"
"abigail.brooks.emp97@public.local","Lab Operations","1"
"abigail.brooks.emp97@public.local","Documentation","1"
"abigail.brooks.emp97@public.local","Safety Compliance","1"
"daniel.brooks.emp98@public.local","Lean Manufacturing","1"
"daniel.brooks.emp98@public.local","Process Optimization","1"
"daniel.brooks.emp98@public.local","Leadership","2"
"daniel.brooks.emp98@public.local","Root Cause Analysis","3"
"aarav.diaz.emp100@public.local","Negotiation","2"
"aarav.diaz.emp100@public.local","Account Strategy","1"
"aarav.diaz.emp100@public.local","CRM","3"
"aarav.diaz.emp100@public.local","Pipeline Forecasting","3"
"olivia.diaz.emp101@public.local","R&D Strategy","4"
"olivia.diaz.emp101@public.local","Cross-Functional Leadership","3"
"olivia.diaz.emp101@public.local","Innovation Planning","4"
"olivia.diaz.emp101@public.local","Budgeting","2"
"noah.diaz.emp102@public.local","R&D Strategy","4"
"noah.diaz.emp102@public.local","Cross-Functional Leadership","3"
"noah.diaz.emp102@public.local","Innovation Planning","3"
"noah.diaz.emp102@public.local","Budgeting","2"
"emma.diaz.emp103@public.local","Employee Relations","3"
"emma.diaz.emp103@public.local","Workforce Planning","1"
"emma.diaz.emp103@public.local","Performance Management","1"
"emma.diaz.emp103@public.local","Conflict Resolution","1"
"liam.diaz.emp104@public.local","Quality Control","3"
"liam.diaz.emp104@public.local","Lab Operations","3"
"liam.diaz.emp104@public.local","Documentation","1"
"liam.diaz.emp104@public.local","Safety Compliance","3"
"sophia.diaz.emp105@public.local","Statistical Modeling","2"
"sophia.diaz.emp105@public.local","Python","1"
"sophia.diaz.emp105@public.local","Experimental Design","2"
"sophia.diaz.emp105@public.local","Data Analysis","1"
"mason.diaz.emp106@public.local","Negotiation","2"
"mason.diaz.emp106@public.local","Account Strategy","3"
"mason.diaz.emp106@public.local","CRM","2"
"mason.diaz.emp106@public.local","Pipeline Forecasting","3"
"isabella.diaz.emp107@public.local","Statistical Modeling","2"
"isabella.diaz.emp107@public.local","Python","3"
"isabella.diaz.emp107@public.local","Experimental Design","1"
"isabella.diaz.emp107@public.local","Data Analysis","1"
"ethan.diaz.emp110@public.local","Lean Manufacturing","2"
"ethan.diaz.emp110@public.local","Process Optimization","3"
"ethan.diaz.emp110@public.local","Leadership","1"
"ethan.diaz.emp110@public.local","Root Cause Analysis","2"
"james.diaz.emp112@public.local","Lean Manufacturing","3"
"james.diaz.emp112@public.local","Process Optimization","3"
"james.diaz.emp112@public.local","Leadership","2"
"james.diaz.emp112@public.local","Root Cause Analysis","3"
"harper.diaz.emp113@public.local","Communication","2"
"harper.diaz.emp113@public.local","Problem Solving","1"
"harper.diaz.emp113@public.local","Collaboration","1"
"harper.diaz.emp113@public.local","Execution","1"
"elijah.diaz.emp116@public.local","Quality Control","1"
"elijah.diaz.emp116@public.local","Lab Operations","1"
"elijah.diaz.emp116@public.local","Documentation","1"
"elijah.diaz.emp116@public.local","Safety Compliance","1"
"abigail.diaz.emp117@public.local","Stakeholder Communication","1"
"abigail.diaz.emp117@public.local","Compliance","3"
"abigail.diaz.emp117@public.local","Client Education","2"
"abigail.diaz.emp117@public.local","Territory Planning","1"
"daniel.diaz.emp118@public.local","Negotiation","2"
"daniel.diaz.emp118@public.local","Account Strategy","4"
"daniel.diaz.emp118@public.local","CRM","2"
"daniel.diaz.emp118@public.local","Pipeline Forecasting","2"
"ella.diaz.emp119@public.local","Stakeholder Communication","5"
"ella.diaz.emp119@public.local","Compliance","4"
"ella.diaz.emp119@public.local","Client Education","4"
"ella.diaz.emp119@public.local","Territory Planning","4"
"aarav.singh.emp120@public.local","Negotiation","1"
"aarav.singh.emp120@public.local","Account Strategy","2"
"aarav.singh.emp120@public.local","CRM","3"
"aarav.singh.emp120@public.local","Pipeline Forecasting","2"
"olivia.singh.emp121@public.local","Negotiation","3"
"olivia.singh.emp121@public.local","Account Strategy","1"
"olivia.singh.emp121@public.local","CRM","2"
"olivia.singh.emp121@public.local","Pipeline Forecasting","2"
"liam.singh.emp124@public.local","Stakeholder Communication","4"
"liam.singh.emp124@public.local","Compliance","2"
"liam.singh.emp124@public.local","Client Education","4"
"liam.singh.emp124@public.local","Territory Planning","4"
"sophia.singh.emp125@public.local","Negotiation","3"
"sophia.singh.emp125@public.local","Account Strategy","1"
"sophia.singh.emp125@public.local","CRM","3"
"sophia.singh.emp125@public.local","Pipeline Forecasting","1"
"mason.singh.emp126@public.local","R&D Strategy","3"
"mason.singh.emp126@public.local","Cross-Functional Leadership","2"
"mason.singh.emp126@public.local","Innovation Planning","3"
"mason.singh.emp126@public.local","Budgeting","2"
"lucas.singh.emp128@public.local","Negotiation","1"
"lucas.singh.emp128@public.local","Account Strategy","3"
"lucas.singh.emp128@public.local","CRM","3"
"lucas.singh.emp128@public.local","Pipeline Forecasting","3"
"mia.singh.emp129@public.local","Negotiation","1"
"mia.singh.emp129@public.local","Account Strategy","3"
"mia.singh.emp129@public.local","CRM","1"
"mia.singh.emp129@public.local","Pipeline Forecasting","1"
"amelia.singh.emp131@public.local","Negotiation","5"
"amelia.singh.emp131@public.local","Account Strategy","3"
"amelia.singh.emp131@public.local","CRM","5"
"amelia.singh.emp131@public.local","Pipeline Forecasting","4"
"james.singh.emp132@public.local","Quality Control","2"
"james.singh.emp132@public.local","Lab Operations","3"
"james.singh.emp132@public.local","Documentation","2"
"james.singh.emp132@public.local","Safety Compliance","2"
"harper.singh.emp133@public.local","Employee Relations","1"
"harper.singh.emp133@public.local","Workforce Planning","1"
"harper.singh.emp133@public.local","Performance Management","1"
"harper.singh.emp133@public.local","Conflict Resolution","1"
"benjamin.singh.emp134@public.local","Statistical Modeling","2"
"benjamin.singh.emp134@public.local","Python","1"
"benjamin.singh.emp134@public.local","Experimental Design","2"
"benjamin.singh.emp134@public.local","Data Analysis","1"
"abigail.singh.emp137@public.local","Quality Control","1"
"abigail.singh.emp137@public.local","Lab Operations","1"
"abigail.singh.emp137@public.local","Documentation","2"
"abigail.singh.emp137@public.local","Safety Compliance","1"
"daniel.singh.emp138@public.local","Statistical Modeling","1"
"daniel.singh.emp138@public.local","Python","3"
"daniel.singh.emp138@public.local","Experimental Design","3"
"daniel.singh.emp138@public.local","Data Analysis","1"
"ella.singh.emp139@public.local","Stakeholder Communication","2"
"ella.singh.emp139@public.local","Compliance","2"
"ella.singh.emp139@public.local","Client Education","1"
"ella.singh.emp139@public.local","Territory Planning","3"
"aarav.martinez.emp140@public.local","Leadership","5"
"aarav.martinez.emp140@public.local","Project Planning","4"
"aarav.martinez.emp140@public.local","Risk Management","5"
"aarav.martinez.emp140@public.local","People Development","5"
"olivia.martinez.emp141@public.local","R&D Strategy","4"
"olivia.martinez.emp141@public.local","Cross-Functional Leadership","4"
"olivia.martinez.emp141@public.local","Innovation Planning","5"
"olivia.martinez.emp141@public.local","Budgeting","5"
"noah.martinez.emp142@public.local","Negotiation","2"
"noah.martinez.emp142@public.local","Account Strategy","1"
"noah.martinez.emp142@public.local","CRM","1"
"noah.martinez.emp142@public.local","Pipeline Forecasting","2"
"emma.martinez.emp143@public.local","Statistical Modeling","1"
"emma.martinez.emp143@public.local","Python","1"
"emma.martinez.emp143@public.local","Experimental Design","2"
"emma.martinez.emp143@public.local","Data Analysis","2"
"liam.martinez.emp144@public.local","Quality Control","1"
"liam.martinez.emp144@public.local","Lab Operations","1"
"liam.martinez.emp144@public.local","Documentation","2"
"liam.martinez.emp144@public.local","Safety Compliance","1"
"sophia.martinez.emp145@public.local","Stakeholder Communication","4"
"sophia.martinez.emp145@public.local","Compliance","2"
"sophia.martinez.emp145@public.local","Client Education","2"
"sophia.martinez.emp145@public.local","Territory Planning","2"
"isabella.martinez.emp147@public.local","Quality Control","1"
"isabella.martinez.emp147@public.local","Lab Operations","3"
"isabella.martinez.emp147@public.local","Documentation","1"
"isabella.martinez.emp147@public.local","Safety Compliance","2"
"lucas.martinez.emp148@public.local","Leadership","4"
"lucas.martinez.emp148@public.local","Project Planning","3"
"lucas.martinez.emp148@public.local","Risk Management","4"
"lucas.martinez.emp148@public.local","People Development","4"
"ethan.martinez.emp150@public.local","Quality Control","1"
"ethan.martinez.emp150@public.local","Lab Operations","1"
"ethan.martinez.emp150@public.local","Documentation","1"
"ethan.martinez.emp150@public.local","Safety Compliance","1"
"amelia.martinez.emp151@public.local","Statistical Modeling","1"
"amelia.martinez.emp151@public.local","Python","3"
"amelia.martinez.emp151@public.local","Experimental Design","2"
"amelia.martinez.emp151@public.local","Data Analysis","3"
"james.martinez.emp152@public.local","Negotiation","2"
"james.martinez.emp152@public.local","Account Strategy","3"
"james.martinez.emp152@public.local","CRM","2"
"james.martinez.emp152@public.local","Pipeline Forecasting","3"
"harper.martinez.emp153@public.local","Leadership","2"
"harper.martinez.emp153@public.local","Project Planning","4"
"harper.martinez.emp153@public.local","Risk Management","4"
"harper.martinez.emp153@public.local","People Development","3"
"benjamin.martinez.emp154@public.local","Negotiation","4"
"benjamin.martinez.emp154@public.local","Account Strategy","2"
"benjamin.martinez.emp154@public.local","CRM","3"
"benjamin.martinez.emp154@public.local","Pipeline Forecasting","4"
"evelyn.martinez.emp155@public.local","Quality Control","1"
"evelyn.martinez.emp155@public.local","Lab Operations","1"
"evelyn.martinez.emp155@public.local","Documentation","2"
"evelyn.martinez.emp155@public.local","Safety Compliance","1"
"daniel.martinez.emp158@public.local","Leadership","5"
"daniel.martinez.emp158@public.local","Project Planning","3"
"daniel.martinez.emp158@public.local","Risk Management","3"
"daniel.martinez.emp158@public.local","People Development","5"
"ella.martinez.emp159@public.local","Statistical Modeling","1"
"ella.martinez.emp159@public.local","Python","1"
"ella.martinez.emp159@public.local","Experimental Design","1"
"ella.martinez.emp159@public.local","Data Analysis","1"
"aarav.walker.emp160@public.local","Negotiation","2"
"aarav.walker.emp160@public.local","Account Strategy","2"
"aarav.walker.emp160@public.local","CRM","3"
"aarav.walker.emp160@public.local","Pipeline Forecasting","2"
"olivia.walker.emp161@public.local","Statistical Modeling","1"
"olivia.walker.emp161@public.local","Python","2"
"olivia.walker.emp161@public.local","Experimental Design","1"
"olivia.walker.emp161@public.local","Data Analysis","1"
"noah.walker.emp162@public.local","R&D Strategy","5"
"noah.walker.emp162@public.local","Cross-Functional Leadership","5"
"noah.walker.emp162@public.local","Innovation Planning","4"
"noah.walker.emp162@public.local","Budgeting","4"
"emma.walker.emp163@public.local","Negotiation","3"
"emma.walker.emp163@public.local","Account Strategy","3"
"emma.walker.emp163@public.local","CRM","2"
"emma.walker.emp163@public.local","Pipeline Forecasting","3"
"liam.walker.emp164@public.local","Statistical Modeling","2"
"liam.walker.emp164@public.local","Python","2"
"liam.walker.emp164@public.local","Experimental Design","1"
"liam.walker.emp164@public.local","Data Analysis","1"
"sophia.walker.emp165@public.local","Stakeholder Communication","3"
"sophia.walker.emp165@public.local","Compliance","3"
"sophia.walker.emp165@public.local","Client Education","2"
"sophia.walker.emp165@public.local","Territory Planning","2"
"isabella.walker.emp167@public.local","Communication","2"
"isabella.walker.emp167@public.local","Problem Solving","1"
"isabella.walker.emp167@public.local","Collaboration","2"
"isabella.walker.emp167@public.local","Execution","1"
"mia.walker.emp169@public.local","Quality Control","2"
"mia.walker.emp169@public.local","Lab Operations","2"
"mia.walker.emp169@public.local","Documentation","1"
"mia.walker.emp169@public.local","Safety Compliance","2"
"ethan.walker.emp170@public.local","Lean Manufacturing","3"
"ethan.walker.emp170@public.local","Process Optimization","2"
"ethan.walker.emp170@public.local","Leadership","2"
"ethan.walker.emp170@public.local","Root Cause Analysis","2"
"amelia.walker.emp171@public.local","Statistical Modeling","1"
"amelia.walker.emp171@public.local","Python","1"
"amelia.walker.emp171@public.local","Experimental Design","1"
"amelia.walker.emp171@public.local","Data Analysis","1"
"benjamin.walker.emp174@public.local","Negotiation","4"
"benjamin.walker.emp174@public.local","Account Strategy","3"
"benjamin.walker.emp174@public.local","CRM","2"
"benjamin.walker.emp174@public.local","Pipeline Forecasting","2"
"evelyn.walker.emp175@public.local","Negotiation","2"
"evelyn.walker.emp175@public.local","Account Strategy","3"
"evelyn.walker.emp175@public.local","CRM","3"
"evelyn.walker.emp175@public.local","Pipeline Forecasting","3"
"elijah.walker.emp176@public.local","Negotiation","2"
"elijah.walker.emp176@public.local","Account Strategy","4"
"elijah.walker.emp176@public.local","CRM","3"
"elijah.walker.emp176@public.local","Pipeline Forecasting","3"
"abigail.walker.emp177@public.local","Employee Relations","1"
"abigail.walker.emp177@public.local","Workforce Planning","1"
"abigail.walker.emp177@public.local","Performance Management","1"
"abigail.walker.emp177@public.local","Conflict Resolution","2"
"daniel.walker.emp178@public.local","Lean Manufacturing","3"
"daniel.walker.emp178@public.local","Process Optimization","1"
